id,codigo,valores
Cat_005_01,01,No disponibilidad de sistema del MH 
Cat_005_03,02,No disponibilidad de sistema del emisor
Cat_005_04,03,Falla en el suministro de servicio de Internet del Emisor
Cat_005_05,04,Falla en el suministro de servicio de energía eléctrica del emisor que impida la transmisión de los DTE
Cat_005_06,05,Otro

